"Metric Name","Type","Parent Metric","Experiment Group","Aggregate Func","control Value","control Exposure Volume","treatment1 Value","treatment1 Exposure Volume","treatment1 Absolute Impact","treatment1 Absolute Impact Confidence Interval","treatment1 Relative Impact","treatment1 Relative Impact Confidence Interval","treatment1 P Value","treatment1 Significance","treatment1 Coverage","treatment1 Relative Global Lift","treatment1 Absolute Global Lift","treatment2 Value","treatment2 Exposure Volume","treatment2 Absolute Impact","treatment2 Absolute Impact Confidence Interval","treatment2 Relative Impact","treatment2 Relative Impact Confidence Interval","treatment2 P Value","treatment2 Significance","treatment2 Coverage","treatment2 Relative Global Lift","treatment2 Absolute Global Lift"
"account_or_system_push_opt_out","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-"
"active_share_7d","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-"
"ads_promotion_promotion_cx_discount","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-"
"ads_revenue","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-"
"avg_dat_mins","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-"
"cng_order_rate_nc","Metric","N/A","","mean","0.439785","11,467,682","0.441081","11,126,480","0.000889","[-0.00009, +0.001868]","0.002022","[-0.0204%, +0.4248%]","0.075003","-","0.924588","0.001870","0.004183","0.440280","11,123,731","0.000044","[-0.000934, +0.001022]","0.000101","[-0.2123%, +0.2324%]","0.929253","-","0.924588","0.000093","0.000208"
"consumer_mto","Metric","N/A","","mean","0.065923","11,467,682","0.066104","11,126,480","0.000245","[-0.000104, +0.000594]","0.003716","[-0.1584%, +0.9017%]","0.169394","-","0.737457","0.002741","0.004081","0.065920","11,123,731","0.000030","[-0.000331, +0.000391]","0.000454","[-0.5026%, +0.5934%]","0.871103","-","0.737457","0.000335","0.000498"
"consumer_order_frequency_l_28_d","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-"
"consumers_mau","Metric","N/A","","mean","0.878100","11,467,682","0.878302","11,126,480","0.000200","[-0.000061, +0.000461]","0.000228","[-0.007%, +0.0525%]","0.133529","-","0.733437","0.000167","0.000077","0.878291","11,123,731","0.000146","[-0.000115, +0.000407]","0.000166","[-0.0131%, +0.0464%]","0.272613","-","0.733437","0.000122","0.000056"
"dashpass_paid_balance","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-"
"dashpass_signup","Metric","N/A","","mean","0.042931","11,467,682","0.042964","11,126,480","0.000033","[-0.000138, +0.000203]","0.000759","[-0.3205%, +0.4723%]","0.707562","-","0.747791","0.000567","0.000480","0.042883","11,123,731","-0.000048","[-0.000218, +0.000123]","-0.001112","[-0.508%, +0.2856%]","0.582933","-","0.747791","-0.000831","-0.000703"
"dbd_attach_rate_post_checkout","Metric","N/A","","mean","0.038035","9,521,210","0.038130","9,239,725","0.000093","[-0.000038, +0.000223]","0.002432","[-0.0995%, +0.586%]","0.164240","-","0.912046","0.002229","0.000084","0.038069","9,236,328","0.000028","[-0.000102, +0.000158]","0.000740","[-0.2686%, +0.4166%]","0.671913","-","0.912046","0.000679","0.000026"
"dbd_attach_rate_pre_and_post","Metric","N/A","","mean","0.041406","9,715,178","0.041534","9,428,396","0.000128","[-0.000009, +0.000264]","0.003083","[-0.0212%, +0.6378%]","0.066690","-","0.909188","0.002819","0.000116","0.041476","9,425,419","0.000066","[-0.000071, +0.000202]","0.001587","[-0.1704%, +0.4878%]","0.344576","-","0.909188","0.001451","0.000060"
"dbd_attach_rate_pre_checkout","Metric","N/A","","mean","0.005978","9,715,178","0.006032","9,428,396","0.000055","[+0.000001, +0.000109]","0.009172","[+0.0148%, +1.8196%]","0.046366","Significant","0.912266","0.008232","0.000050","0.006032","9,425,419","0.000054","[0, +0.000108]","0.009070","[+0.0063%, +1.8077%]","0.048422","Significant","0.912266","0.008141","0.000049"
"dbd_avg_o2_20_late","Metric","N/A","","mean","0.026825","1,069,501","0.026578","1,038,800","-0.000247","[-0.000604, +0.000109]","-0.009222","[-2.2518%, +0.4074%]","0.174002","-","0.916640","-0.008475","-0.000227","0.026700","1,038,325","-0.000124","[-0.00048, +0.000233]","-0.004608","[-1.789%, +0.8673%]","0.496462","-","0.916640","-0.004235","-0.000113"
"dbd_avg_o2_cancellations","Metric","N/A","","mean","0.024809","1,091,117","0.024806","1,059,904","0.000000","[-0.000339, +0.000339]","-0.000011","[-1.367%, +1.3648%]","0.998729","-","0.916503","0.000000","0.000000","0.024318","1,058,909","-0.000493","[-0.00083, -0.000155]","-0.019864","[-3.3462%, -0.6267%]","0.004192","Significant","0.916503","-0.018106","-0.000452"
"dbd_avg_o2_dx_cost","Metric","N/A","","mean","4.038723","1,091,243","4.035331","1,060,029","-0.004042","[-0.013179, +0.005096]","-0.001001","[-0.3263%, +0.1262%]","0.385975","-","0.916502","-0.000917","-0.003705","4.046959","1,059,027","0.008394","[-0.000767, +0.017555]","0.002078","[-0.019%, +0.4347%]","0.072516","-","0.916502","0.001905","0.007694"
"dbd_avg_o2_gov_1pc","Metric","N/A","","mean","18.167575","26,406","18.143699","25,695","-0.037597","[-0.277433, +0.202238]","-0.002069","[-1.5271%, +1.1132%]","0.758654","-","0.919031","-0.001905","-0.034556","18.302522","25,898","0.148960","[-0.094691, +0.392612]","0.008199","[-0.5212%, +2.1611%]","0.230816","-","0.919031","0.007550","0.136931"
"dbd_avg_o2_gov_3pc","Metric","N/A","","mean","18.246938","276,454","18.236107","269,496","-0.018487","[-0.083064, +0.04609]","-0.001013","[-0.4552%, +0.2526%]","0.574732","-","0.916667","-0.000930","-0.016953","18.266635","269,595","0.015395","[-0.049039, +0.079829]","0.000844","[-0.2687%, +0.4375%]","0.639571","-","0.916667","0.000774","0.014113"
"dbd_avg_o2_gov_alc","Metric","N/A","","mean","28.135889","46,560","28.500247","45,153","0.340486","[+0.046481, +0.63449]","0.012101","[+0.1652%, +2.2551%]","0.023218","Significant","0.901840","0.010999","0.307235","28.190504","45,472","0.037155","[-0.249833, +0.324142]","0.001321","[-0.888%, +1.1521%]","0.799691","-","0.901840","0.001200","0.033517"
"dbd_avg_o2_gov_flowers","Metric","N/A","","mean","44.343196","109","37.792556","90","-6.665543","[-15.860387, +2.529301]","-0.150317","[-35.7674%, +5.7039%]","0.155369","-","0.839437","-0.125089","-5.587072","43.910304","92","-0.547795","[-9.732492, +8.636902]","-0.012354","[-21.9481%, +19.4774%]","0.906942","-","0.839437","-0.010298","-0.459963"
"dbd_avg_o2_gov_grocery","Metric","N/A","","mean","28.263641","97,236","28.430102","94,550","0.128257","[-0.100131, +0.356645]","0.004538","[-0.3543%, +1.2619%]","0.271041","-","0.920869","0.004179","0.118088","28.329845","94,441","0.053700","[-0.171914, +0.279315]","0.001900","[-0.6083%, +0.9882%]","0.640851","-","0.920869","0.001750","0.049449"
"dbd_avg_o2_gov_nv","Metric","N/A","","mean","21.447493","420,890","21.500588","409,523","0.039479","[-0.038104, +0.117062]","0.001841","[-0.1777%, +0.5458%]","0.318597","-","0.915995","0.001689","0.036174","21.482249","409,987","0.027292","[-0.049185, +0.103769]","0.001273","[-0.2293%, +0.4838%]","0.484278","-","0.915995","0.001168","0.025003"
"dbd_avg_o2_gov_pets","Metric","N/A","","mean","38.613550","3,451","38.745409","3,430","0.113790","[-1.491662, +1.719242]","0.002947","[-3.8631%, +4.4524%]","0.889516","-","0.904696","0.002688","0.102934","38.626047","3,424","0.376613","[-1.14888, +1.902105]","0.009753","[-2.9753%, +4.926%]","0.628475","-","0.904696","0.008894","0.340515"
"dbd_avg_o2_gov_rx","Metric","N/A","","mean","19.062958","775,538","19.053476","752,736","-0.007027","[-0.047833, +0.033779]","-0.000369","[-0.2509%, +0.1772%]","0.735727","-","0.916789","-0.000339","-0.006443","19.066406","751,671","0.008022","[-0.032597, +0.04864]","0.000421","[-0.171%, +0.2552%]","0.698712","-","0.916789","0.000387","0.007354"
"dbd_avg_o2_hqdr","Metric","N/A","","mean","0.921728","1,091,243","0.922056","1,060,030","0.000328","[-0.000277, +0.000933]","0.000356","[-0.0301%, +0.1012%]","0.288071","-","0.916503","0.000326","0.000301","0.922488","1,059,026","0.000769","[+0.000161, +0.001376]","0.000834","[+0.0175%, +0.1493%]","0.013123","Significant","0.916503","0.000765","0.000705"
"dbd_avg_o2_mi","Metric","N/A","","mean","0.017166","1,069,627","0.017104","1,038,925","-0.000066","[-0.000363, +0.000231]","-0.003865","[-2.1161%, +1.343%]","0.661360","-","0.916640","-0.003544","-0.000061","0.016989","1,038,442","-0.000174","[-0.000473, +0.000126]","-0.010120","[-2.7559%, +0.7319%]","0.255392","-","0.916640","-0.009276","-0.000159"
"dbd_avg_o2_nd","Metric","N/A","","mean","0.007944","1,069,501","0.007821","1,038,800","-0.000123","[-0.000334, +0.000087]","-0.015525","[-4.2046%, +1.0995%]","0.251228","-","0.916640","-0.014231","-0.000113","0.007917","1,038,325","-0.000027","[-0.000242, +0.000187]","-0.003407","[-3.0404%, +2.3591%]","0.804664","-","0.916640","-0.003122","-0.000025"
"dbd_avg_o2_package","Metric","N/A","","mean","0.680514","1,069,501","0.680427","1,038,800","-0.000089","[-0.001218, +0.00104]","-0.000131","[-0.179%, +0.1528%]","0.877080","-","0.916640","-0.000120","-0.000082","0.680969","1,038,326","0.000431","[-0.000696, +0.001558]","0.000633","[-0.1023%, +0.2289%]","0.453687","-","0.916640","0.000581","0.000395"
"dbd_avg_o2_sdb","Metric","N/A","","mean","0.681817","1,091,246","0.681252","1,060,034","-0.000563","[-0.001671, +0.000544]","-0.000826","[-0.2451%, +0.0798%]","0.318817","-","0.916503","-0.000759","-0.000516","0.681869","1,059,034","0.000021","[-0.001085, +0.001127]","0.000031","[-0.1591%, +0.1653%]","0.970099","-","0.916503","0.000028","0.000019"
"dbd_avg_o2_subtotal_1pc","Metric","N/A","","mean","12.565505","26,406","12.533222","25,695","-0.040179","[-0.243706, +0.163348]","-0.003198","[-1.9395%, +1.3%]","0.698810","-","0.919031","-0.002946","-0.036929","12.658959","25,898","0.108318","[-0.099331, +0.315966]","0.008620","[-0.7905%, +2.5146%]","0.306594","-","0.919031","0.007943","0.099571"
"dbd_avg_o2_subtotal_3pc","Metric","N/A","","mean","11.548612","276,454","11.528952","269,496","-0.027754","[-0.083505, +0.027998]","-0.002403","[-0.7231%, +0.2424%]","0.329220","-","0.916667","-0.002207","-0.025450","11.558016","269,597","0.003977","[-0.051617, +0.05957]","0.000344","[-0.447%, +0.5158%]","0.888505","-","0.916667","0.000316","0.003645"
"dbd_avg_o2_subtotal_alc","Metric","N/A","","mean","21.077494","46,560","21.338905","45,153","0.234821","[-0.003199, +0.47284]","0.011141","[-0.0152%, +2.2433%]","0.053160","-","0.901840","0.010121","0.211889","21.049036","45,472","-0.044697","[-0.275762, +0.186368]","-0.002121","[-1.3083%, +0.8842%]","0.704588","-","0.901840","-0.001926","-0.040321"
"dbd_avg_o2_subtotal_flowers","Metric","N/A","","mean","38.975376","109","30.635889","90","-8.457609","[-15.38491, -1.530309]","-0.216999","[-39.4734%, -3.9263%]","0.016714","Significant","0.839437","-0.181829","-7.089186","37.148801","92","-1.944697","[-9.104142, +5.214748]","-0.049896","[-23.3587%, +13.3796%]","0.594464","-","0.839437","-0.041882","-1.632890"
"dbd_avg_o2_subtotal_grocery","Metric","N/A","","mean","19.870674","97,237","20.006559","94,552","0.100694","[-0.095953, +0.297341]","0.005067","[-0.4829%, +1.4964%]","0.315567","-","0.920872","0.004667","0.092710","19.933666","94,443","0.054743","[-0.139567, +0.249053]","0.002755","[-0.7024%, +1.2534%]","0.580824","-","0.920872","0.002538","0.050409"
"dbd_avg_o2_subtotal_nv","Metric","N/A","","mean","14.409015","420,891","14.441780","409,525","0.019249","[-0.046914, +0.085411]","0.001336","[-0.3256%, +0.5928%]","0.568533","-","0.915996","0.001226","0.017637","14.427977","409,992","0.011827","[-0.053358, +0.077011]","0.000821","[-0.3703%, +0.5345%]","0.722132","-","0.915996","0.000753","0.010835"
"dbd_avg_o2_subtotal_pets","Metric","N/A","","mean","29.805043","3,451","30.074040","3,430","0.250404","[-1.07648, +1.577288]","0.008401","[-3.6117%, +5.292%]","0.711475","-","0.904696","0.007666","0.226513","29.930338","3,424","0.458540","[-0.818689, +1.735769]","0.015385","[-2.7468%, +5.8237%]","0.481651","-","0.904696","0.014030","0.414590"
"dbd_avg_o2_subtotal_rx","Metric","N/A","","mean","12.755819","775,540","12.759711","752,740","0.006180","[-0.026374, +0.038734]","0.000484","[-0.2068%, +0.3037%]","0.709833","-","0.916790","0.000445","0.005667","12.751640","751,673","0.000815","[-0.031549, +0.033179]","0.000064","[-0.2473%, +0.2601%]","0.960641","-","0.916790","0.000059","0.000747"
"dbd_avg_o2_vp_1pc","Metric","N/A","","mean","-13.071564","26,406","-13.105030","25,695","-0.019603","[-0.320872, +0.281667]","0.001500","[+2.4547%, -2.1548%]","0.898523","-","0.919031","0.001372","-0.018017","-13.216265","25,898","-0.160783","[-0.534851, +0.213285]","0.012300","[+4.0917%, -1.6317%]","0.399544","-","0.919031","0.011252","-0.147799"
"dbd_avg_o2_vp_3pc","Metric","N/A","","mean","-0.337659","276,454","-0.333178","269,496","0.004122","[-0.018375, +0.026618]","-0.012206","[+5.4418%, -7.883%]","0.719528","-","0.916667","-0.010683","0.003780","-0.340181","269,595","-0.001782","[-0.022624, +0.019061]","0.005277","[+6.7003%, -5.645%]","0.866944","-","0.916667","0.004617","-0.001633"
"dbd_avg_o2_vp_alc","Metric","N/A","","mean","0.568543","46,560","0.599277","45,153","0.028949","[-0.046873, +0.104772]","0.050919","[-8.2444%, +18.4281%]","0.454262","-","0.901840","0.047497","0.026122","0.544538","45,472","-0.025119","[-0.099706, +0.049468]","-0.044181","[-17.5372%, +8.7009%]","0.509215","-","0.901840","-0.041200","-0.022660"
"dbd_avg_o2_vp_flowers","Metric","N/A","","mean","3.853762","109","2.090846","90","-1.776847","[-4.271149, +0.717455]","-0.461068","[-110.8306%, +18.617%]","0.162653","-","0.839437","-0.406512","-1.489357","2.927902","92","-0.939791","[-3.492748, +1.613166]","-0.243863","[-90.6322%, +41.8595%]","0.470602","-","0.839437","-0.215383","-0.789108"
"dbd_avg_o2_vp_grocery","Metric","N/A","","mean","-1.537562","97,236","-1.542603","94,550","-0.008578","[-0.063418, +0.046262]","0.005579","[+4.1246%, -3.0088%]","0.759169","-","0.920869","0.005048","-0.007898","-1.547361","94,441","-0.011991","[-0.066139, +0.042158]","0.007798","[+4.3016%, -2.7419%]","0.664280","-","0.920869","0.007058","-0.011041"
"dbd_avg_o2_vp_nv","Metric","N/A","","mean","-1.200566","420,890","-1.193594","409,523","0.005543","[-0.023248, +0.034333]","-0.004617","[+1.9364%, -2.8597%]","0.705928","-","0.915995","-0.004171","0.005079","-1.219408","409,987","-0.020914","[-0.051717, +0.009889]","0.017420","[+4.3077%, -0.8237%]","0.183275","-","0.915995","0.015734","-0.019160"
"dbd_avg_o2_vp_pets","Metric","N/A","","mean","-0.644026","3,451","-0.578691","3,430","0.086156","[-0.236905, +0.409217]","-0.133778","[+36.7849%, -63.5405%]","0.601184","-","0.904696","-0.106283","0.077936","-0.751924","3,424","-0.111954","[-0.455559, +0.231652]","0.173834","[+70.7362%, -35.9693%]","0.523085","-","0.904696","0.138039","-0.101223"
"dbd_avg_o2_vp_rx","Metric","N/A","","mean","-0.445417","775,538","-0.438634","752,736","0.007529","[-0.007655, +0.022713]","-0.016904","[+1.7186%, -5.0994%]","0.331124","-","0.916789","-0.015261","0.006904","-0.448483","751,671","-0.001066","[-0.016524, +0.014391]","0.002394","[+3.7097%, -3.2309%]","0.892456","-","0.916789","0.002161","-0.000978"
"dbd_bottom_sheet_load_latency_ios","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-"
"dbd_cx_retrial","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-"
"dbd_existing_attach_rate_post_checkout","Metric","N/A","","mean","0.051466","4,290,512","0.051665","4,163,902","0.000197","[+0.000002, +0.000392]","0.003834","[+0.0042%, +0.7626%]","0.047524","Significant","0.913435","0.003516","0.000180","0.051560","4,163,116","0.000092","[-0.000103, +0.000287]","0.001792","[-0.1998%, +0.5583%]","0.354002","-","0.913435","0.001644","0.000084"
"dbd_funnel_checkout_error","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-"
"dbd_funnel_click_item","Metric","N/A","","mean","0.064998","9,512,008","0.065174","9,230,398","0.000175","[-0.00002, +0.000369]","0.002688","[-0.0307%, +0.5683%]","0.078537","-","0.915482","0.002473","0.000160","0.065042","9,226,536","0.000043","[-0.000151, +0.000237]","0.000663","[-0.2316%, +0.3643%]","0.662557","-","0.915482","0.000610","0.000039"
"dbd_funnel_load_checkout","Metric","N/A","","mean","0.053141","9,512,008","0.053249","9,230,398","0.000106","[-0.000085, +0.000296]","0.001985","[-0.1593%, +0.5563%]","0.276793","-","0.915482","0.001827","0.000097","0.053165","9,226,536","0.000022","[-0.000169, +0.000212]","0.000405","[-0.3175%, +0.3985%]","0.824341","-","0.915482","0.000373","0.000020"
"dbd_funnel_load_store","Metric","N/A","","mean","0.152504","9,512,008","0.152822","9,230,398","0.000300","[-0.00007, +0.00067]","0.001968","[-0.0456%, +0.4391%]","0.111548","-","0.915482","0.001797","0.000275","0.152433","9,226,536","-0.000070","[-0.000438, +0.000298]","-0.000459","[-0.2872%, +0.1955%]","0.709677","-","0.915482","-0.000419","-0.000064"
"dbd_funnel_payment_error","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-"
"dbd_funnel_tap_place_order","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-"
"dbd_funnel_time_to_purchase","Metric","N/A","","mean","3.022236","945,979","3.020802","918,829","-0.001452","[-0.007759, +0.004855]","-0.000480","[-0.2567%, +0.1606%]","0.651839","-","0.920199","-0.000442","-0.001336","3.019821","916,684","-0.002453","[-0.008791, +0.003885]","-0.000812","[-0.2909%, +0.1285%]","0.448118","-","0.920199","-0.000747","-0.002257"
"dbd_new_attach_rate_post_checkout","Metric","N/A","","mean","0.015496","5,371,203","0.015465","5,212,446","-0.000029","[-0.00012, +0.000061]","-0.001887","[-0.773%, +0.3956%]","0.526779","-","0.909735","-0.001724","-0.000027","0.015467","5,210,270","-0.000023","[-0.000114, +0.000067]","-0.001506","[-0.735%, +0.4339%]","0.613624","-","0.909735","-0.001376","-0.000021"
"dbd_nv_trials_net_new_per_cx","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-"
"dbd_nv_trials_per_cx","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-"
"dbd_nv_trials_retrial_per_cx","Metric","N/A","","mean","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-"
"dbd_o2_aov","Metric","N/A","","mean","20.409488","1,072,137","20.424880","1,041,443","0.013228","[-0.02639, +0.052847]","0.000648","[-0.1293%, +0.2589%]","0.512838","-","0.916619","0.000595","0.012128","20.419009","1,040,928","0.010682","[-0.028611, +0.049974]","0.000523","[-0.1402%, +0.2449%]","0.594167","-","0.916619","0.000481","0.009792"
"dbd_o2_gmv","Metric","N/A","","mean","3.022723","11,467,682","3.036236","11,126,480","0.010062","[-0.001307, +0.02143]","0.003329","[-0.0432%, +0.709%]","0.082799","-","0.918176","0.003056","0.100892","3.031190","11,123,731","0.009990","[-0.001334, +0.021314]","0.003305","[-0.0441%, +0.7051%]","0.083793","-","0.918176","0.003035","0.100177"
"dbd_o2_post_checkout_aov","Metric","N/A","","mean","21.092217","1,072,137","21.113848","1,041,443","0.019918","[-0.022124, +0.06196]","0.000944","[-0.1049%, +0.2938%]","0.353116","-","0.919379","0.000870","0.018314","21.109199","1,040,928","0.018127","[-0.023629, +0.059884]","0.000859","[-0.112%, +0.2839%]","0.394841","-","0.919379","0.000792","0.016666"
"dbd_o2_post_checkout_gmv","Metric","N/A","","mean","29.422462","1,072,137","29.499571","1,041,443","0.064936","[-0.026521, +0.156392]","0.002207","[-0.0901%, +0.5315%]","0.164040","-","0.921127","0.002033","0.060918","29.455481","1,040,928","0.039587","[-0.051541, +0.130714]","0.001345","[-0.1752%, +0.4443%]","0.394530","-","0.921127","0.001239","0.037138"
"dbd_o2_pre_checkout_aov","Metric","N/A","","mean","15.375529","1,072,137","15.385288","1,041,443","0.006203","[-0.075163, +0.08757]","0.000403","[-0.4888%, +0.5695%]","0.881215","-","0.896765","0.000359","0.005569","15.376562","1,040,928","0.001610","[-0.078002, +0.081223]","0.000105","[-0.5073%, +0.5283%]","0.968380","-","0.896765","0.000093","0.001445"
